Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000051285,Pcmtd1,1.2157313227267375,0.0123774102574436,1.0,1.2248158630671455,0.03288463927690055,1.0,1.0368391216108772,-0.2355252992473092,1.0
ENSMUSG00000097797,Gm26901,0.04675889702795144,0.3731520745611343,0.7499770314953758,0.036711102162775476,-0.2736917223679791,0.7549981272377695,0.028801086711413255,0.0019013547608208725,1.0
ENSMUSG00000025909,Sntg1,0.08516799101519727,0.1590272692082868,0.895495282770797,0.07842826371138398,-0.06544978937456403,1.0,0.05760217342282651,-0.21806432918108687,1.0
ENSMUSG00000061024,Rrs1,0.3506917277096358,-0.03873677935912245,1.0,0.35376152993220006,-0.01523834342079633,1.0,0.41761575731549216,0.27174093849972913,1.0
ENSMUSG00000025911,Adhfe1,0.39912058534572836,0.7439897699294431,0.026886547808909304,0.2352847911341519,-0.7045375039566879,0.03241248988707501,0.2592097804027193,-0.23635547803857637,1.0
ENSMUSG00000079671,2610203C22Rik,0.005009881824423369,0.5740647684871307,0.895495282770797,0.00333737292388868,-0.2580948673169594,1.0,0.0,1.504401695290004,1.0
ENSMUSG00000067879,Vxn,0.14695653351641882,-0.14659901334997505,0.8376262288947403,0.17688076496610003,0.37484766230601796,0.3853806660300088,0.043201630067119884,-1.5179661177384505,0.3826971171730607
ENSMUSG00000025912,Mybl1,0.01168972425698786,0.1590272692082868,1.0,0.010012118771666039,-0.2056274474228248,0.9637907831879445,0.014400543355706627,1.2820092739535562,1.0
ENSMUSG00000045210,Vcpip1,0.516017827915607,-0.0036401780957365792,1.0,0.5256362355124671,0.047095451114813947,0.9876977370485769,0.44641684402690546,-0.19834818353828898,1.0
ENSMUSG00000097893,1700034P13Rik,0.001669960608141123,1.159027269208286,0.7499770314953758,0.0,-0.8430573680381173,1.0,0.0,3.089364196011161,1.0
ENSMUSG00000025915,Sgk3,0.10353755770474962,0.49245100293347877,0.7499770314953758,0.061741399091940576,-0.8239485450904116,0.45983881852120995,0.17280652026847954,1.1459477243775278,0.662660525437831
ENSMUSG00000046101,Mcmdc2,0.013359684865128984,-0.8409727307917132,0.46751780874348814,0.02836766985305378,1.1569426319618836,0.1680933678472609,0.0,-0.6110755221299318,1.0
ENSMUSG00000098234,Snhg6,0.6529545977831791,-0.3163753063407938,0.34251557679002825,0.8560361549774463,0.438053328035812,0.09710526072432377,0.44641684402690546,-0.7324097859594073,0.7428282105730136
ENSMUSG00000099032,Tcf24,0.006679842432564492,-0.10400713662550665,1.0,0.00667474584777736,-0.10609177387190982,1.0,0.014400543355706627,1.9194391945688478,0.9833123481138716
ENSMUSG00000025916,Ppp1r42,0.003339921216282246,-1.2560102300705571,0.49010334330638944,0.010012118771666039,0.9642975540194882,0.590659935087801,0.014400543355706627,1.9194391945688478,0.9833123481138716
ENSMUSG00000025917,Cops5,1.4896048624618816,0.08963839667032242,0.863437057043308,1.390015822799635,-0.09915572666153344,0.8195588118228888,1.4832559656377826,0.036587164973297615,1.0
ENSMUSG00000056763,Cspp1,0.18369566689552352,-0.30394470713425914,0.5296311200722579,0.2302787317483189,0.31009942002330426,0.44677442607732637,0.20160760697989277,0.03625285955159807,1.0
ENSMUSG00000067851,Arfgef1,0.9351779405590288,-0.3744516873680965,0.20351298752506639,1.2782138298493644,0.49685141599186633,0.04134499830270202,0.6480244510067982,-0.76102650330202,0.6664468502072687
ENSMUSG00000042501,Cpa6,0.12691700621872534,-1.6931272628203196,5.162089155877837e-10,0.45054534472497176,1.8467742505369948,2.044706622236498e-12,0.10080380348994639,-1.3494276565671002,0.333287629621491
ENSMUSG00000048960,Prex2,0.27387353973514417,0.6064862461795077,0.07603836936992762,0.15185046803693492,-0.9194082541682311,0.001932757947701761,0.41761575731549216,0.9962547916196791,0.24223542986567484
ENSMUSG00000057715,A830018L16Rik,0.15196641534084218,-1.5981815448653027,1.53266492614779e-09,0.5039433115071906,1.7562604256601104,4.0739202531702454e-12,0.11520434684565302,-1.3627626220029037,0.32338486018685286
ENSMUSG00000016918,Sulf1,0.1386067304757132,-1.1629008256790756,0.0007628739420351509,0.31538174130748026,1.0263585221517393,0.001774375509860562,0.28801086711413254,0.388924477870068,1.0
ENSMUSG00000025938,Slco5a1,0.10854743952917299,-1.1364286143178846,0.00038717998243936584,0.2636524609872057,1.3613011304680704,4.752607508907987e-06,0.043201630067119884,-1.7179907260464438,0.2569418215454756
ENSMUSG00000005886,Ncoa2,0.6329150704854856,-0.14148184204416991,0.7630140912999381,0.6908361952449567,0.09568694346944595,0.8387993503132334,0.7632287978524512,0.21125650103167104,1.0
ENSMUSG00000101476,Gm29570,0.001669960608141123,1.159027269208286,0.7499770314953758,0.0,-0.8430573680381173,1.0,0.0,3.089364196011161,1.0
ENSMUSG00000025935,Tram1,0.4575692066306677,0.05774393337110517,0.9724270126921863,0.3804605133233095,-0.41748150896534475,0.17318805857052946,0.9504358614766374,1.1810387966634055,0.03863537222347755
ENSMUSG00000025937,Lactb2,0.12691700621872534,0.4485338864032715,0.4024636015497484,0.08510300955916134,-0.6020492685343215,0.1581885415999812,0.1584059769127729,0.6743266967323169,0.8573734939660407
ENSMUSG00000025932,Eya1,0.048428857636092566,-1.8167251845450356,5.409415167256854e-07,0.18188682435193304,1.6903748320429575,1.0844100825021964e-06,0.11520434684565302,0.14034812472996538,1.0
ENSMUSG00000054493,Gm9947,0.001669960608141123,-0.4259352315128693,1.0,0.00166868646194434,-0.42801986875927245,1.0,0.014400543355706627,3.504401695290005,0.6644566933017706
ENSMUSG00000025930,Msc,0.006679842432564492,-0.6889696373466627,0.738028165054883,0.011680805233610378,0.5719801312407284,0.7951715359557752,0.014400543355706627,1.504401695290004,1.0
ENSMUSG00000032769,Trpa1,0.001669960608141123,0.15902726920828592,1.0,0.0,-1.4280198687592724,0.7824608577612089,0.014400543355706627,4.089364196011161,0.5438542365954151
ENSMUSG00000092083,Kcnb2,0.3423419246689302,-1.7319010316442436,1.3037323648481124e-14,1.233159295376867,1.8428340415338205,1.8909801295419943e-17,0.34561304053695907,-1.15095013332255,0.3249921906860174
ENSMUSG00000025925,Terf1,0.07514822736635053,-0.9612669645094245,0.014687637184734112,0.1551878409608236,1.011091765498429,0.005496323337907695,0.08640326013423977,-0.22222195465474304,1.0
ENSMUSG00000032719,Sbspon,0.02671936973025797,4.246490110458625,0.00018164027081695702,0.0,-3.9305202092884564,0.0006129552199022792,0.0,0.0019013547608208725,1.0
ENSMUSG00000067795,4930444P10Rik,0.006679842432564492,-1.8409727307917132,0.0491117679382941,0.03170504277694246,2.1569426319618836,0.006751356904871069,0.0,-0.4955983047099961,1.0
ENSMUSG00000043716,Rpl7,9.246571887277398,-0.539928792826593,0.01990696012830017,13.719940090106363,0.5401110902932333,0.013004822348802837,11.045216753826983,-0.0738661528571436,1.0
ENSMUSG00000025921,Rdh10,0.18703558811180576,0.6216542270053909,0.1136184054600018,0.1168080523361038,-0.6475065589203091,0.07648462682681226,0.1584059769127729,0.15862685844827418,1.0
ENSMUSG00000025920,Stau2,0.8433301071112671,0.24417538789708537,0.5161540424504316,0.7192038650980105,-0.19407837444580534,0.5874835724560615,0.6480244510067982,-0.25897908559101357,1.0
ENSMUSG00000025939,Ube2w,0.6262352280529211,-0.15366261882373766,0.7499770314953758,0.7125291192502331,0.20144209212874353,0.5643903805671854,0.5616211908725585,-0.23796388661879175,1.0
ENSMUSG00000079658,Eloc,2.241087136125387,-0.13447776178589677,0.7499770314953758,2.5063670658403985,0.17335352533965231,0.6018610739788745,2.0592776998660476,-0.21492373974047174,1.0
ENSMUSG00000025940,Tmem70,0.9084585708287709,0.18574460758406625,0.6666039349771915,0.8193250528146708,-0.10021520753524077,0.8291417119008706,0.6192233642953849,-0.46801247303809623,1.0
ENSMUSG00000025779,Ly96,0.036739133379104706,0.36066113037793723,0.7993294616623301,0.018355551081387738,-1.2122911777038352,0.1439025948585132,0.11520434684565302,2.1718263562031335,0.1496804152639158
ENSMUSG00000042686,Jph1,0.008349803040705615,-0.5779383249579197,0.7499770314953758,0.015018178157499059,0.8939082261280902,0.5490010440099522,0.0,0.18247360040264127,1.0
ENSMUSG00000025777,Gdap1,0.8950988859636418,0.4464458336690398,0.11851245637313067,0.6624685253919029,-0.3838522854837038,0.16695077760175991,0.6048228209396783,-0.3516497889964034,1.0
ENSMUSG00000099899,Gm28784,0.010019763648846738,-0.4930494273714068,0.7548125799745709,0.015018178157499059,0.47887072684924625,0.8345547474961589,0.014400543355706627,1.08936419601116,1.0
ENSMUSG00000067780,Pi15,0.003339921216282246,0.743989769929442,0.8481584291866342,0.0,-1.8430573680381164,0.49259206049182314,0.014400543355706627,3.504401695290005,0.6664468502072687
ENSMUSG00000100053,Gm28154,0.001669960608141123,0.15902726920828592,1.0,0.00166868646194434,0.15694263196188274,1.0,0.0,2.504401695290005,1.0
ENSMUSG00000025776,Crispld1,0.015029645473270107,-0.2194843540454423,1.0,0.010012118771666039,-1.0357024459805118,0.4319797447406699,0.08640326013423977,2.896719118068764,0.09194812648554791
ENSMUSG00000099895,Gm28153,0.001669960608141123,-0.4259352315128693,1.0,0.00333737292388868,0.7419051326830397,0.8195588118228888,0.0,2.089364196011161,1.0
ENSMUSG00000109887,Gm28756,0.036739133379104706,0.8752343032076961,0.33675115883083656,0.018355551081387738,-0.9019510570916847,0.22455651627200315,0.028801086711413255,0.586863855481977,1.0
ENSMUSG00000089787,Gm15825,0.001669960608141123,0.15902726920828592,1.0,0.00166868646194434,0.15694263196188274,1.0,0.0,2.504401695290005,1.0
ENSMUSG00000025927,Tfap2b,0.010019763648846738,-1.6185803094552655,0.1242751151592684,0.00166868646194434,-3.701038363165689,0.0002451136950576084,0.3168119538255458,5.612926152068173,5.62100396418133e-09
ENSMUSG00000043760,Pkhd1,0.001669960608141123,1.159027269208286,0.7499770314953758,0.0,-0.8430573680381173,1.0,0.0,3.089364196011161,1.0
ENSMUSG00000041859,Mcm3,0.055108700068657056,0.8541726876798652,0.22579123811344293,0.0166868646194434,-1.8430573680381168,0.0010344837895688167,0.14400543355706627,2.08936419601116,0.038924948555014244
ENSMUSG00000097934,6720483E21Rik,0.003339921216282246,0.1590272692082868,1.0,0.00333737292388868,0.15694263196188452,1.0,0.0,1.7674361011237973,1.0
ENSMUSG00000025931,Paqr8,1.860336117469211,1.2650469763293999,2.7861759940079433e-09,0.6758180170874576,-1.438640984515845,1.805687281191594e-11,1.6128608558391422,0.33968755009540014,0.8698778509505287
ENSMUSG00000041809,Efhc1,0.015029645473270107,1.1590272692082868,0.45706649779033287,0.005006059385833019,-1.3024889866754128,0.2760205509723383,0.014400543355706627,1.3889244778700682,1.0
ENSMUSG00000041779,Tram2,0.008349803040705615,0.1590272692082868,1.0,0.00333737292388868,-1.4280198687592724,0.3007986536030879,0.043201630067119884,3.08936419601116,0.1879834574328214
ENSMUSG00000025933,Tmem14a,0.3724012156154704,0.21149468910242253,0.6663609906379991,0.3103756819216472,-0.27915648284478967,0.4411028125302794,0.41761575731549216,0.3167746921142327,1.0
ENSMUSG00000025934,Gsta3,0.006679842432564492,-1.9784762545416479,0.02402102627585519,0.0333737292388868,1.9642975540194882,0.010541501567819194,0.014400543355706627,0.4455080062364356,1.0
ENSMUSG00000028033,Kcnq5,0.11355732135359636,-1.8668745942344702,1.3486600674145369e-11,0.45388271764886046,1.982913232186835,5.5565008928392634e-14,0.11520434684565302,-1.1543387315706999,0.47361859229591696
ENSMUSG00000041670,Rims1,0.6345850310936267,1.9644901319246824,1.3355250606658508e-15,0.1635312732705453,-1.824725545265859,4.1541797555366984e-13,0.14400543355706627,-1.3550860310877229,0.2936685878585824
ENSMUSG00000100775,Gm29107,0.001669960608141123,-0.4259352315128693,1.0,0.00333737292388868,0.7419051326830397,0.8195588118228888,0.0,2.089364196011161,1.0
ENSMUSG00000026158,Ogfrl1,2.0657412722705693,0.8801537709082798,4.454492319029773e-05,1.074634081492155,-0.9022194405062601,2.4841190327282527e-05,1.5264575957049025,-0.04721973031622939,1.0
ENSMUSG00000026156,B3gat2,0.10019763648846737,-0.7304143556440148,0.1070545274590369,0.12682017110776983,-0.17618366953034226,0.8053187442292538,0.5184195608054386,2.2007854786795837,0.00022346511827907667
ENSMUSG00000026155,Smap1,2.6702670124176557,-0.3620234676926761,0.19004212814442936,3.647748605810327,0.5127434553338377,0.02360660396605469,1.5696592257720223,-1.0157347861678854,0.35141728180154064
ENSMUSG00000026154,Sdhaf4,1.1439230165766692,-0.05008502032287929,0.9761176933282075,1.1914421338282586,0.06131323559188698,0.9235054762932727,1.123242381745117,-0.058066167644065414,1.0
ENSMUSG00000026153,Fam135a,0.47593877332022005,0.3473550520359041,0.3321034992658477,0.37545445393747645,-0.3036491757535309,0.3756125165829476,0.3600135838926657,-0.20737556678536873,1.0
ENSMUSG00000026147,Col9a1,0.036739133379104706,2.3606611303779372,0.002607964843617485,0.00667474584777736,-2.044691229207767,0.011724391676214153,0.0,-0.6655233061523083,1.0
ENSMUSG00000026141,Col19a1,0.006679842432564492,2.4809553640956485,0.20351298752506639,0.0,-2.164985462925479,0.3167914954327333,0.0,1.7674361011237973,1.0
ENSMUSG00000073725,Lmbrd1,1.7066997415202276,0.3374387365384276,0.24675803501130497,1.3099188726263067,-0.3807549420681914,0.13755299521085934,1.6992641159733821,0.16400299690391618,1.0
ENSMUSG00000033569,Adgrb3,0.7615020373123521,-0.6177908730246839,0.013139172601538058,1.2431714141485333,0.7516072206324439,0.0008383581803151715,0.5328201041611452,-0.8939294712564395,0.5336060440860892
ENSMUSG00000048874,Phf3,0.5844862128493931,-0.3543123036823608,0.27093404966688284,0.780945264189951,0.4491861625523031,0.09274803855765336,0.4608173873826121,-0.5439613262713948,0.9490441516151163
ENSMUSG00000026064,Ptp4a1,0.001669960608141123,1.159027269208286,0.7499770314953758,0.0,-0.8430573680381173,1.0,0.0,3.089364196011161,1.0
ENSMUSG00000117310,Ptp4a1,0.001669960608141123,1.159027269208286,0.7499770314953758,0.0,-0.8430573680381173,1.0,0.0,3.089364196011161,1.0
ENSMUSG00000026058,Khdrbs2,0.17033598203039454,0.89133148600463,0.017629759714619983,0.09344644186888303,-0.7650548560368429,0.039771508715535205,0.07200271677853314,-0.6385562585520388,0.9893317079103529
ENSMUSG00000026134,Prim2,0.08683795162333839,-0.6049053725581888,0.18898510409708963,0.13516360341749153,0.5837572990170812,0.16596056748495425,0.11520434684565302,0.1932000069957005,1.0
ENSMUSG00000004768,Rab23,0.2638537760862974,0.10558801024682651,0.8959985491705891,0.25030296929165097,-0.03928085634976175,1.0,0.20160760697989277,-0.2752082362846957,1.0
ENSMUSG00000042215,Bag2,0.07848814858263278,0.4585875510671942,0.5215782679243883,0.0584040261680519,-0.34555770856729895,0.6056971159461864,0.043201630067119884,-0.28567523533576455,1.0
ENSMUSG00000042197,Zfp451,0.42083007325156296,-0.3009226519461312,0.43348054550432735,0.5406544136699661,0.3927140830995317,0.1833144465829509,0.33121249718125245,-0.4981008119131658,1.0
ENSMUSG00000042182,Bend6,0.9652372315055691,1.0100173200752203,1.0411319021989485e-05,0.4905938198116359,-0.8792775559508695,0.00016088512506475005,0.3744141272483723,-0.9255861454548111,0.5286009819797046
ENSMUSG00000026131,Dst,1.5263439958409863,0.8043623879089248,0.0005668647081180407,0.8009695017332831,-0.9261026204338882,4.0510430402804715e-05,1.4976565089934892,0.357560306960733,0.8480665348556748
ENSMUSG00000042111,Ccdc115,0.42083007325156296,-0.2373575231686651,0.5790352237955907,0.515624116740801,0.32454258045795215,0.3086923651125513,0.33121249718125245,-0.46009962348860944,1.0
ENSMUSG00000026127,Imp4,0.34568184588521245,-0.04139982063136971,1.0,0.3470867840844227,-0.03051599926517712,1.0,0.43201630067119884,0.3431207882569436,0.9830827263783836
ENSMUSG00000026126,Ptpn18,0.1536363759489833,-0.08317363320834126,0.9753069840768956,0.13683228987943585,-0.3749085322997101,0.43596859659986203,0.3888146706040789,1.4455080062364358,0.05119012038837822
ENSMUSG00000100280,Gm28417,0.003339921216282246,1.743989769929442,0.5215782679243883,0.0,-1.4280198687592724,0.7323268387762686,0.0,2.504401695290005,1.0
ENSMUSG00000026124,Cfc1,0.0,-0.8409727307917141,1.0,0.00166868646194434,1.1569426319618827,0.7148951416714069,0.0,3.089364196011161,1.0
ENSMUSG00000045174,Amer3,0.11355732135359636,-0.24024291421224042,0.7403060270458354,0.1385009763413802,0.30133254129705866,0.5636627064156052,0.10080380348994639,-0.1585633174324248,1.0
ENSMUSG00000037509,Arhgef4,1.4428459654339303,1.208224459651491,1.6802311187561295e-08,0.6007271262999624,-1.1958252815802832,3.2850542516421926e-08,0.8208309712752777,-0.31122084275120054,1.0
ENSMUSG00000104002,Gm38336,0.003339921216282246,0.1590272692082868,1.0,0.00333737292388868,0.15694263196188452,1.0,0.0,1.7674361011237973,1.0
ENSMUSG00000037503,Fam168b,1.7434388748993324,-0.24631373146019286,0.4905108852521474,2.145930790060421,0.3293920348197428,0.22174910252534463,1.396852705503543,-0.48265924900249757,0.9951830106135935
ENSMUSG00000026123,Plekhb2,2.922431064246965,0.8885965182833909,2.3931083021524526e-05,1.5652279013037909,-0.8353547600940034,7.316852615374506e-05,1.6848635726176755,-0.4208467944998715,1.0
ENSMUSG00000102531,1110002O04Rik,0.0,-0.8409727307917141,1.0,0.00166868646194434,1.1569426319618827,0.7148951416714069,0.0,3.089364196011161,1.0
ENSMUSG00000045216,Hs6st1,0.3824209792643172,0.09162798392270033,0.895495282770797,0.37545445393747645,0.04048365537450116,1.0,0.21600815033559942,-0.7403585390748981,0.8007898830485034
ENSMUSG00000037470,Uggt1,0.40914034899457513,-0.08333356836075723,0.916157512320979,0.427183734257751,0.033284164210795275,1.0,0.4896184740940253,0.24710365900535503,1.0
ENSMUSG00000047180,Neurl3,0.005009881824423369,-1.1629008256790758,0.5006517904296965,0.011680805233610378,0.5719801312407284,0.8214452887484064,0.028801086711413255,2.2148950780950187,0.662660525437831
ENSMUSG00000037447,Arid5a,0.2254446820990516,1.017671419962745,0.002104984581771815,0.10512724710249341,-1.0427297128744808,0.0011841337830583829,0.1584059769127729,0.03770207618866772,1.0
ENSMUSG00000010453,Kansl3,0.7949012494751745,-0.21459030269057616,0.5863383589515913,0.9511512833082737,0.2808665657872763,0.3441135860718865,0.6768255377182115,-0.3577190301984916,1.0
ENSMUSG00000037432,Fer1l5,0.001669960608141123,-0.4259352315128693,1.0,0.00166868646194434,-0.42801986875927245,1.0,0.014400543355706627,3.504401695290005,0.6581482162046222
ENSMUSG00000001143,Lman2l,0.35904153075034145,-0.18937303704026665,0.7314738546143787,0.4071594967144189,0.15106606562521452,0.7323268387762686,0.43201630067119884,0.1980704554536603,1.0
ENSMUSG00000037408,Cnnm4,0.17033598203039454,1.0126377822267636,0.005557923084999615,0.07342220432555095,-1.1966943226528168,0.0007573721938314729,0.17280652026847954,0.5901315693158877,0.9106770953521145
ENSMUSG00000001138,Cnnm3,0.3623814519666237,0.014322257755251533,1.0,0.3520928434702557,-0.06350414505959456,0.961064007197087,0.41761575731549216,0.2514209541201331,1.0
ENSMUSG00000067653,Ankrd23,0.05677866067679818,0.28831028615325316,0.7698175035833024,0.045054534472497174,-0.32110466484276046,0.7080037170126169,0.05760217342282651,0.4570959805116477,1.0
ENSMUSG00000079610,Ankrd39,0.22377472149091046,-0.08608522862824453,0.9397186849758516,0.23695347759609625,0.06888645529668791,0.9456844088871728,0.24480923704701266,0.14554703140428416,1.0
ENSMUSG00000026121,Sema4c,0.07681818797449165,0.2541845022486271,0.7821186363549294,0.060072712629996236,-0.3884915045726349,0.5111800658220684,0.10080380348994639,0.7143247646642359,0.8914869621689377
ENSMUSG00000087589,D430040D24Rik,0.006679842432564492,-0.10400713662550665,1.0,0.00667474584777736,-0.10609177387190982,1.0,0.014400543355706627,1.9194391945688478,0.9833123481138716
ENSMUSG00000046337,Fam178b,0.013359684865128984,0.007024175763236329,1.0,0.005006059385833019,-1.7499479636466342,0.11549871166743209,0.08640326013423977,3.311756617347608,0.03884516375611271
ENSMUSG00000061518,Cox5b,15.210001218949348,-0.24667519372551538,0.4360440550951625,18.549118710973282,0.3012232622581621,0.23182710872616305,13.680516187921295,-0.3211863553329781,1.0
ENSMUSG00000037351,Actr1b,2.0941306026089683,-0.0798570072424265,0.8935918915061122,2.282763079939857,0.15905183561372316,0.6520003087749767,1.6128608558391422,-0.44745893383863633,1.0
ENSMUSG00000102416,4933424G06Rik,0.003339921216282246,1.743989769929442,0.5215782679243883,0.0,-1.4280198687592724,0.7323268387762686,0.0,2.504401695290005,1.0
ENSMUSG00000026117,Zap70,0.030059290946540213,1.0850266877645094,0.23859953761098118,0.015018178157499059,-0.7690567865943398,0.4260074210603546,0.0,-0.7179907260464438,1.0
ENSMUSG00000026116,Tmem131,0.7180830615006829,-0.5892745587858204,0.02118134034266975,1.114682556578819,0.6179925289975639,0.008924706702637657,0.7920298845638645,-0.20525655288046665,1.0
ENSMUSG00000102930,Gm38115,0.001669960608141123,1.159027269208286,0.7499770314953758,0.0,-0.8430573680381173,1.0,0.0,3.089364196011161,1.0
ENSMUSG00000050122,Vwa3b,0.003339921216282246,-0.8409727307917132,0.8097722569558229,0.00667474584777736,0.47887072684924625,0.9388755552548993,0.014400543355706627,2.2820092739535562,0.871493717687441
ENSMUSG00000103603,Gm37020,0.0,-0.8409727307917141,1.0,0.00166868646194434,1.1569426319618827,0.7148951416714069,0.0,3.089364196011161,1.0
ENSMUSG00000026114,Cnga3,0.001669960608141123,1.159027269208286,0.7499770314953758,0.0,-0.8430573680381173,1.0,0.0,3.089364196011161,1.0
ENSMUSG00000026113,Inpp4a,0.976926955762557,0.06838190476828636,0.9252781193092027,0.9528199697702181,-0.0005986450245960978,1.0,0.7488282544967446,-0.3588884985331305,1.0
ENSMUSG00000026112,Coa5,0.7982411706914567,0.36942215744514184,0.22946239678207445,0.6057331856857954,-0.3823866399534459,0.1733674701999208,0.7200271677853314,0.04411311491625958,1.0
ENSMUSG00000026111,Unc50,0.6562945189994613,-0.2850101017931095,0.4249184825381513,0.8009695017332831,0.2562640809907786,0.42079476380778225,0.7920298845638645,0.12522964856816604,1.0
ENSMUSG00000026110,Mgat4a,0.21375495784206375,-0.33754011556715535,0.44988531235050677,0.2870140714544265,0.48304640282043954,0.14524442912468627,0.12960489020135965,-0.8223273858611793,0.7819433208861538
ENSMUSG00000026090,2010300C02Rik,1.073784671034742,-1.7103414579013938,6.874703164880954e-17,3.8229606843144825,1.8578545134326325,7.739887336585141e-21,0.8784331446981043,-1.475584281599379,0.06968140988681122
ENSMUSG00000060771,Tsga10,0.08850791223147951,0.21347505323066285,0.8156715556412523,0.08343432309721699,0.04800826040871975,1.0,0.014400543355706627,-1.6110755221299318,0.5119596261689388
ENSMUSG00000037216,Lipt1,0.03506917277096358,-0.23952210728198775,0.9831814149917427,0.041717161548608495,0.213526160328251,0.9741636548446139,0.043201630067119884,0.5347753443335224,1.0
ENSMUSG00000026088,Mitd1,0.15196641534084218,0.453770534769419,0.33463939488351924,0.10178987417860473,-0.6031065753173634,0.1208466973951069,0.18720706362418615,0.6393312753761125,0.8495753974250313
ENSMUSG00000026087,Mrpl30,2.2744863482882094,-0.2731086483984413,0.388254809406271,2.858459909310654,0.36093521496635184,0.14893798782345632,1.8000679194633284,-0.5201956684507497,0.9346047040345906
ENSMUSG00000061584,Lyg2,0.003339921216282246,1.743989769929442,0.5215782679243883,0.0,-1.4280198687592724,0.7323268387762686,0.0,2.504401695290005,1.0
ENSMUSG00000058407,Txndc9,0.9451977042078756,-0.07747209832353665,0.9093417857538124,1.0095553094763257,0.10320040855554571,0.8102316329903182,0.8928336880538109,-0.128112734911171,1.0
ENSMUSG00000026083,Eif5b,0.9669071921137102,0.19427811639133893,0.6424959236321579,0.8176563663527265,-0.25882925014823593,0.4153621889257508,1.080040751677997,0.27389662816623644,0.9743551048245502
ENSMUSG00000026082,Rev1,0.2905731458165554,-0.5395087384640662,0.08379115212107348,0.4388645394913614,0.5940064375707266,0.033977805643599875,0.28801086711413254,-0.2931054408112528,1.0
ENSMUSG00000037138,Aff3,0.23212452453161608,-0.17929526392974426,0.8276878842493052,0.27032720683498307,0.23888424549805998,0.7129942728511942,0.20160760697989277,-0.24214994770539988,1.0
ENSMUSG00000087131,Gm16152,0.005009881824423369,-0.16290082567907582,1.0,0.005006059385833019,-0.1649854629254781,1.0,0.014400543355706627,2.2820092739535562,0.9114045135450543
ENSMUSG00000048814,Lonrf2,1.4829250200293171,0.2738284662602517,0.39871077040026837,1.2682017110776982,-0.16156900155568016,0.662220778725239,0.8640326013423977,-0.6672741498634206,0.7776103820005509
